,zipcode,drug_change_area,larceny_change_area,robbery_change_area,streets_sidewalks311_before,streets_sidewalks311_after,home311_before,home311_after,noise311_before,noise311_after,transportation311_before,transportation311_after,public_health_safety311_before,public_health_safety311_after,vehicles_parking311_before,vehicles_parking311_after,master_card_before,master_card_after,drugs_before,drugs_after,petit_larceny_before,petit_larceny_after,robbery_before,robbery_after,private_vehicles_before,private_vehicles_after,subway_before,subway_after,yellow_taxi_before,yellow_taxi_after,drug_change_abs,drug_change_rate,petit_larceny_change_abs,petit_larceny_change_rate,robbery_change_abs,robbery_change_rate,SS_change_rate,H_change_rate,N_change_rate,T_change_rate,PHS_change_rate,VP_change_rate,SS_change_pop,H_change_pop,N_change_pop,T_change_pop,PHS_change_pop,VP_change_pop,SS_change_area,H_change_area,N_change_area,T_change_area,PHS_change_area,VP_change_area,MasterCard_growth_rank,subway_change_abs,subway_change_rate,yellowTaxi_change_abs,yellowTaxi_change_rate,privateVehicle_change_abs,privateVehicle_change_rate,population,area,pv_change_area,sub_change_area,yel_change_area,pv_change_pop,sub_change_pop,yel_change_pop,taxi_before,taxi_after,taxi_2015,fhv_before,fhv_after,taxi_change_abs,taxi_change_rate,taxi_change_pop,taxi_change_area,taxi_change_abs_15,fhv_change_abs,fhv_change_rate,fhv_change_pop,fhv_change_area,fhv_taxi_change_abs,fhv_taxi_change_rate,drug_change_area,larceny_change_area,robbery_change_area,drug_change_pop,larceny_change_pop,robbery_change_pop,average_rent_2013,average_rent_2017,taxi_change_rate_15,renovation_index,renovation_index_with_rent,business_renewal,rent_increase,count_new_buildings,count_major_renovation,Total_building_permits,Urban_landscape_renewal,new_building_area,new_building_pop,new_building_tbp,major_renovation_area,major_renovation_pop,major_renovation_tbp,log_fhv_taxi_change
119,11224,2.57E-06,2.57E-07,-2.06E-06,212,211.67,96.75,94.25,179.67,401.33,75.5,146.5,41.5,50.5,16,23.5,470.75,482.75,304,424,442,454,186,90,748.5780478,463139.8438,11730374,11910551,680.857436,859.0473465,120,0.394736842,12,0.027149321,-96,-0.516129032,-0.001556604,-0.025839793,1.233706239,0.940397351,0.21686747,0.46875,-0.006653226,-0.050403226,4.468951613,1.431451613,0.181451613,0.151209677,-0.007066081,-0.053530917,4.746265194,1.520278033,0.1927113,0.16059275,487.89,180177,0.015359868,178.1899105,0.261713982,462391.2657,617.6927938,49600,46701983.75,0.009900891,0.003858016,3.82E-06,9.322404551,3.632600806,0.003592539,5253.274975,8202.927553,5902.816227,23285,150242,2949.652578,0.561488327,0.059468802,6.32E-05,2300.111326,126957,5.452308353,2.559616935,0.00271845,55.19602402,5.062644972,2.57E-06,2.57E-07,-2.06E-06,0.002419355,0.000241935,-0.001935484,1806.083333,2293.75,0.389663381,11.23674265,14.27081352,0.405088063,1.270013381,441,213,3450,3.71E-05,9.44E-06,0.008891129,0.127826087,4.56E-06,0.004294355,0.06173913,1.535376405
120,11225,-6.75E-06,-8.02E-07,-2.62E-06,220.67,379.67,408.38,279.25,997,1628.33,272,416,137,212.5,30,60.5,486.25,755.25,308,148,512,493,180,118,22504.63716,184496.8889,13876878,13962318,21252.77328,8414.576243,-160,-0.519480519,-19,-0.037109375,-62,-0.344444444,0.720532922,-0.316200597,0.633229689,0.529411765,0.551094891,1.016666667,2.812815115,-2.284395068,11.16864507,2.547455198,1.335644913,0.539565164,6.709248558,-5.448838153,26.63993643,6.076300581,3.185838152,1.28699422,567.26,85440,0.006157004,-12838.19704,-0.604071613,161992.2518,7.198172118,56527,23698630.12,0.006835511,0.003605272,-0.000541727,2.865750027,1.511490084,-0.227116193,16843.94664,21196.84378,26117.45536,88722,441943,4352.897138,0.258425014,0.077005628,0.000183677,-4920.611582,353221,3.981210974,6.248713004,0.014904701,-71.78396305,4.169614151,-6.75E-06,-8.02E-07,-2.62E-06,-0.002830506,-0.000336123,-0.001096821,1925.5,2350.916667,-0.188403178,35.01766519,42.75440806,0.7421875,1.220938284,651,279,4049,6.37E-05,2.75E-05,0.01151662,0.16078044,1.18E-05,0.004935694,0.068905903,1.814424615
121,11226,-4.01E-06,-1.24E-06,-2.94E-06,251.33,295,728.62,561.88,1572,2365,549,1190,194.5,360.5,68,141,331.08,680.83,461,303,940,891,353,237,15309.03819,1705889.984,28028776,28567174,14369.33408,8353.879315,-158,-0.342733189,-49,-0.05212766,-116,-0.328611898,0.17375562,-0.228843567,0.504452926,1.167577413,0.853470437,1.073529412,0.411468737,-1.571062451,7.471827536,6.039648739,1.564090001,0.687822711,1.108133806,-4.23105635,20.12251221,16.26548591,4.212278722,1.852387631,542.67,538398,0.019208759,-6015.454764,-0.418631422,1690580.946,110.4302521,106132,39408598.28,0.042898784,0.013661942,-0.000152643,15.92904068,5.072909207,-0.056678992,92568.59389,36275.88892,135774.0513,19949,148221,-56292.70497,-0.60811883,-0.530402753,-0.001428437,-99498.16236,128272,6.429996491,1.208608148,0.003254924,-1.289189639,7.162818127,-4.01E-06,-1.24E-06,-2.94E-06,-0.001488712,-0.000461689,-0.001092979,1819.916667,2183.166667,-0.732821636,28.56511857,34.26663201,0.741336634,1.199597051,868,474,5548,5.10E-05,2.20E-05,0.008178495,0.156452776,1.20E-05,0.004466137,0.085436193,3.325364199
122,11228,1.28E-06,9.11E-08,-2.28E-07,237.67,355.67,73.62,113.75,67,158.67,305.5,551.5,86.5,160,25,73.5,544.42,504.58,36,92,208,212,31,21,1211.388239,206370.3691,1475061,1881851,1177.205454,1154.480356,56,1.555555556,4,0.019230769,-10,-0.322580645,0.496486725,0.545096441,1.368208955,0.805237316,0.849710983,1.94,2.739090065,0.931522748,2.127901578,5.710306407,1.706128134,1.125812442,2.68835426,0.914268275,2.088486737,5.604535151,1.674525746,1.104959166,430.74,406790,0.275778425,-22.72509825,-0.019304275,205158.9808,169.3585708,43080,43893024.73,0.004674068,0.00926776,-5.18E-07,4.762279035,9.44266481,-0.000527509,70678.36912,35875.98398,108851.8594,513559,1670014,-34802.38514,-0.49240504,-0.807854808,-0.000792891,-72975.87546,1156455,2.251844481,26.84435933,0.026347125,-15.84708635,2.922259078,1.28E-06,9.11E-08,-2.28E-07,0.001299907,9.29E-05,-0.000232126,1726.666667,2300.166667,-0.670414597,15.95488273,21.25418306,0.546255507,1.332142857,237,359,3080,3.50E-05,5.40E-06,0.005501393,0.076948052,8.18E-06,0.008333333,0.116558442,2.289142137
123,11229,6.82E-07,6.65E-07,-6.99E-07,409,577.67,167.62,149.12,383.67,574.67,420,744.5,192,255.5,154,328.5,277.42,495.33,138,179,418,458,124,82,1650.936023,123233.4744,20810649,22162847,1523.234298,1363.203468,41,0.297101449,40,0.09569378,-42,-0.338709677,0.412396088,-0.110368691,0.497823651,0.772619048,0.330729167,1.133116883,2.118756909,-0.232388705,2.399256356,4.076223495,0.797658527,2.191990755,2.805587002,-0.307721347,3.177014984,5.397598756,1.05623273,2.90256081,352.35,1352198,0.064976253,-160.0308308,-0.105059892,121582.5384,73.64460927,79608,60119326.14,0.002022354,0.022491902,-2.66E-06,1.52726533,16.98570495,-0.002010236,2598.938537,3334.369078,2490.449517,26897,203036,735.430541,0.282973426,0.009238149,1.22E-05,843.9195609,176139,6.548648548,2.212579138,0.002929823,208.7153897,6.209786204,6.82E-07,6.65E-07,-6.99E-07,0.000515024,0.000502462,-0.000527585,1739.916667,2258.333333,0.338862344,16.11510234,20.91667577,0.508908686,1.297954883,610,735,5478,3.88E-05,1.01E-05,0.007662546,0.111354509,1.22E-05,0.00923274,0.134173056,1.729548291
124,11230,2.20E-07,-7.01E-07,-2.40E-07,325,563.33,276.12,208.75,495.33,660.33,601.5,1062.5,219.5,351,47.5,134,572,425.33,88,99,416,381,60,48,10111.67339,34596.00972,10908235,9582056,9821.442201,4648.269889,11,0.125,-35,-0.084134615,-12,-0.2,0.733323077,-0.243988121,0.333111259,0.76641729,0.599088838,1.821052632,2.947549377,-0.833199352,2.040639648,5.701423501,1.626327962,1.069789876,4.77359777,-1.349378097,3.304844678,9.233535737,2.633861062,1.732539786,381.48,-1326179,-0.121575947,-5173.172312,-0.526722268,24484.33632,2.421393114,80857,49926703.39,0.000490406,-0.026562519,-0.000103615,0.302810348,-16.40153605,-0.063979276,5549.469239,27970.4744,10300.05969,14810,95263,22421.00516,4.040207125,0.277292073,0.000449078,17670.41471,80453,5.432343011,0.995003525,0.001611422,4.552977467,3.716778711,2.20E-07,-7.01E-07,-2.40E-07,0.000136043,-0.000432863,-0.00014841,1760.083333,2269.416667,1.715564301,24.1070565,31.08316225,0.552533993,1.289380238,814,868,5456,5.42E-05,1.63E-05,0.010067156,0.149193548,1.74E-05,0.010735001,0.159090909,0.862339082
125,11231,3.50E-06,-1.60E-06,-7.62E-07,391.33,403.67,72.38,77.5,252.33,348.33,172.5,210,118.5,161.5,77,125.5,462.33,389.25,101,239,366,303,68,38,319987.1509,541341.7061,7583838,7083600,312467.5832,109714.6533,138,1.366336634,-63,-0.172131148,-30,-0.441176471,0.031533488,0.070737773,0.380454167,0.217391304,0.362869198,0.62987013,0.372314748,0.154477432,2.896451846,1.131426503,1.297369056,1.46331161,0.307871395,0.127739185,2.395109714,0.935589732,1.072809559,1.210029387,381.87,-500238,-0.065961061,-202752.9299,-0.648876686,221354.5552,0.691760762,33144,39379691.79,0.005621033,-0.012702944,-0.005148667,6.67857094,-15.09286749,-6.117334355,19509.5982,15406.00972,19072.36983,2712,19190,-4103.588478,-0.210336904,-0.1238109,-0.000104206,-3666.360111,16478,6.075958702,0.497163891,0.000418439,-4.494375758,6.268192816,3.50E-06,-1.60E-06,-7.62E-07,0.00416365,-0.001900797,-0.000905141,2646.75,2822.5,-0.192234114,23.70546835,25.2795634,0.468599034,1.066402191,1068,1178,7075,6.26E-05,2.71E-05,0.032223027,0.150954064,2.99E-05,0.035541878,0.166501767,2.170185947
127,11232,2.33E-07,-2.15E-07,-4.12E-07,351.33,428.33,72.62,81.62,221,402.33,399.5,381.5,63.5,69,25.5,59,667.83,765.17,39,52,324,312,68,45,17505.02124,1312688.088,5110610,6006839,16920.04414,9173.907207,13,0.333333333,-12,-0.037037037,-23,-0.338235294,0.219167165,0.123932801,0.820497738,-0.04505632,0.086614173,1.31372549,2.608312727,0.304867721,6.1424071,-0.609735443,0.186308052,1.134785407,1.377975809,0.161062108,3.245043551,-0.322124215,0.098426843,0.599508956,538.13,896229,0.175366346,-7746.136937,-0.457808317,1295183.067,73.98923137,29521,55879065.15,0.023178324,0.016038726,-0.000138623,43.87327891,30.35903255,-0.262394124,446970.9028,280188.7061,461567.5607,33333,261153,-166782.1966,-0.373138823,-5.649612027,-0.002984699,-181378.8545,227820,6.834668347,7.717218251,0.004077019,-1.256044981,7.227631089,2.33E-07,-2.15E-07,-4.12E-07,0.000440364,-0.00040649,-0.000779106,1893.25,2288.416667,-0.392962743,12.58444072,15.21111522,0.539503386,1.208723976,359,309,3831,2.96E-05,6.42E-06,0.012160835,0.093709214,5.53E-06,0.010467125,0.080657792,2.557723655
128,11233,-7.76E-06,-2.40E-06,-3.06E-06,308.67,451.67,457.88,306.38,628.33,1197.67,402,654,267,327,39,116.5,767,888.17,570,276,763,672,362,246,7368.988314,120418.1124,10992975,11904423,6404.775794,10131.43222,-294,-0.515789474,-91,-0.119266055,-116,-0.320441989,0.463277934,-0.330872718,0.906116213,0.626865672,0.224719101,1.987179487,2.14273941,-2.270105039,8.53109969,3.776016303,0.899051501,1.161274855,3.775907178,-4.000349213,15.03339156,6.654046215,1.584296718,2.046383261,733.33,911448,0.08291186,3726.656429,0.581855876,113049.1241,15.34120008,66737,37871693.68,0.002985056,0.024066735,9.84E-05,1.693949745,13.65731154,0.055840934,47635.98264,29831.08781,62778.05137,584814,1282857,-17804.89484,-0.373769866,-0.266791957,-0.000470137,-32946.96357,698043,1.193615406,10.45961011,0.018431787,-21.18686897,1.718432007,-7.76E-06,-2.40E-06,-3.06E-06,-0.004405352,-0.001363561,-0.001738166,1800.833333,2347,-0.524816601,38.57711414,50.27699411,0.850117096,1.303285516,1046,629,5998,5.95E-05,2.76E-05,0.015673464,0.174391464,1.66E-05,0.009425057,0.104868289,1.5296055
129,11234,1.70E-07,-8.29E-07,-2.47E-07,527.67,604.33,153.25,143,453,619,650,1265,243,391,281.5,958,542.42,369.58,92,127,887,716,141,90,2147.908303,1008225.68,,,2026.65616,2055.643939,35,0.380434783,-171,-0.192784667,-51,-0.361702128,0.145280194,-0.066884176,0.366445916,0.946153846,0.609053498,2.403197158,0.892921622,-0.11939012,1.933537558,7.163407219,1.723876859,7.879747941,0.371773101,-0.04970877,0.805039586,2.982526178,0.717746137,3.280778796,341.94,,,28.98777852,0.014303254,1006077.771,468.3988464,85853,206201040.1,0.004879111,,1.41E-07,11.71860938,,0.000337644,64165.40966,61909.11244,117778.6484,6688,58509,-2256.297221,-0.035163762,-0.026280936,-1.09E-05,-55869.536,51821,7.748355263,0.603601505,0.000251313,-0.927535894,8.222715741,1.70E-07,-8.29E-07,-2.47E-07,0.000407674,-0.001991777,-0.000594039,1730.666667,2254.916667,-0.474360478,7.712169389,10.04832394,0.430649855,1.302917951,376,693,4157,2.11E-05,1.82E-06,0.004379579,0.090449844,3.36E-06,0.008071937,0.16670676,2.812005334
130,11235,-1.30E-07,8.98E-07,-8.54E-07,544,444,226.25,176.5,328.33,622,550.5,976.5,214.5,241,106,252,361,577.08,119,110,529,591,130,71,7691.213343,622135.2481,18262550,18801450,2946.255814,1920.62424,-9,-0.075630252,62,0.117202268,-59,-0.453846154,-0.183823529,-0.219889503,0.894435477,0.773841962,0.123543124,1.377358491,-1.313542624,-0.653487456,3.857480625,5.59569158,0.348088795,1.917772232,-1.448146164,-0.720452717,4.252770841,6.16910266,0.383758734,2.1142934,447.5,538900,0.029508475,-1025.631574,-0.348113551,614444.0347,79.88908997,76130,69053803.03,0.008898048,0.00780406,-1.49E-05,8.0709843,7.078681203,-0.013472108,6884.795903,11008.67967,12928.38494,145794,997217,4123.883764,0.598984171,0.054168971,5.97E-05,-1919.705273,851423,5.839904248,11.18380402,0.01232985,-443.5175607,5.988391881,-1.30E-07,8.98E-07,-8.54E-07,-0.000118219,0.000814396,-0.00077499,1778.416667,2250.25,-0.148487633,17.57026432,22.23184703,0.581967213,1.265310904,958,886,7350,3.80E-05,1.39E-05,0.012583738,0.130340136,1.28E-05,0.011637988,0.120544218,2.083514987
131,11236,-8.92E-07,4.15E-08,-1.02E-06,327,446,169.88,143.75,554.67,747.67,610.5,1578,255,272.5,74,233.5,447.08,646.75,256,170,587,591,260,162,1961.256203,130871.2904,5351381,5140845,1858.06289,2169.605519,-86,-0.3359375,4,0.00681431,-98,-0.376923077,0.363914373,-0.153814457,0.34795464,1.584766585,0.068627451,2.155405405,1.259525826,-0.276566469,2.042760373,10.24026249,0.185224386,1.688187976,1.234772971,-0.271131242,2.002614987,10.03901554,0.181584261,1.655010831,504.63,-210536,-0.039342368,311.5426286,0.167670659,128910.0342,65.728299,94480,96373991.62,0.001337602,-0.002184573,3.23E-06,1.364416111,-2.228365792,0.003297445,52855.37283,29209.24806,71423.06395,184488,592926,-23646.12477,-0.447374098,-0.250276511,-0.000245358,-42213.81588,408438,2.213900091,4.323010161,0.004238052,-9.675457938,2.804939085,-8.92E-07,4.15E-08,-1.02E-06,-0.000910246,4.23E-05,-0.001037257,1713.25,2169.916667,-0.591038994,13.14962225,16.65465313,0.550960118,1.266549929,356,282,2723,3.05E-05,3.69E-06,0.003767993,0.130738156,2.93E-06,0.002984759,0.103562248,2.061620649
132,11237,-2.11E-06,1.90E-06,-2.04E-06,226,318.33,234,232.38,762,1974,357.5,638.5,137,227,37.5,52,723.58,644.17,95,37,421,473,167,111,38872.298,308863.9102,18984804,21233949,37209.59574,24795.31469,-58,-0.610526316,52,0.123515439,-56,-0.335329341,0.408539823,-0.006923077,1.590551181,0.786013986,0.656934307,0.386666667,1.871490828,-0.032836728,24.56673761,5.695753522,1.824262694,0.29390899,3.366529709,-0.059068322,44.19185538,10.24580145,3.28157342,0.52869794,683.98,2249145,0.118470804,-12414.28105,-0.333631172,269991.6123,6.945604612,49335,27425868.17,0.009844414,0.082008161,-0.000452649,5.472618065,45.58923685,-0.251632331,6281.025256,11662.29036,14178.15764,25840,119209,5381.265102,0.856749477,0.109076013,0.000196211,-2515.867277,93369,3.613351393,1.892550927,0.003404414,-37.11205311,3.790798093,-2.11E-06,1.90E-06,-2.04E-06,-0.001175636,0.001054018,-0.001135097,2040.166667,2515.25,-0.177446699,29.57469468,36.46160483,0.651485149,1.232864962,553,741,5443,5.51E-05,2.02E-05,0.011209081,0.101598383,2.70E-05,0.015019763,0.136138159,1.724296572
133,11238,-1.90E-06,-3.81E-06,-2.07E-06,307.33,357.67,278.62,170.88,981.33,1553,412.5,454.5,192.5,501.5,80.5,119.5,766.5,642.75,170,114,591,479,160,99,137343.5929,403136.7481,19363942,17012244,130843.7041,64126.30506,-56,-0.329411765,-112,-0.189509306,-61,-0.38125,0.163797872,-0.386691551,0.582546136,0.101818182,1.605194805,0.48447205,1.07877593,-2.30884622,12.25077147,0.900051432,6.62180696,0.835762044,1.710533,-3.660961967,19.4251172,1.427143147,10.49969601,1.32520435,700.59,-2351698,-0.121447276,-66717.39903,-0.509901485,265793.1552,1.935242479,46664,29429423.46,0.009031545,-0.079909754,-0.00226703,5.695893091,-50.39640837,-1.42974025,106675.3824,83984.91025,123183.9225,22572,224879,-22690.47212,-0.212705796,-0.486252188,-0.000771013,-39199.01229,202307,8.96274145,4.335397737,0.006874311,-5.161022898,9.280956777,-1.90E-06,-3.81E-06,-2.07E-06,-0.001200069,-0.002400137,-0.001307218,2448.166667,2722.833333,-0.318215328,36.99535703,41.14596962,0.617307692,1.112192797,1543,1437,9166,7.54E-05,5.24E-05,0.033066175,0.168339516,4.88E-05,0.030794617,0.156775038,2.681893681
134,11239,-6.70E-07,9.57E-07,-1.20E-07,35.67,41,15.75,11.12,9.33,35.33,15,33,2.5,5,4,25,454.58,360.5,31,3,353,393,23,18,480.3614821,133455.8843,,,412.6408703,1086.351151,-28,-0.903225806,40,0.113314448,-5,-0.217391304,0.149425287,-0.293968254,2.786709539,1.2,1,5.25,0.424295494,-0.368571883,2.069734119,1.432892851,0.199012896,1.671708327,0.127528251,-0.1107797,0.622089031,0.430677021,0.059816253,0.502456525,490.54,,,673.7102802,1.632679477,132975.5228,276.8238665,12562,41794660.77,0.003181639,,1.61E-05,10.58553756,,0.053630814,433508.6456,249944.7481,498405.3822,25609,153192,-183563.8975,-0.423437685,-14.61263314,-0.004392042,-248460.6341,127583,4.981959467,10.15626493,0.003052615,-0.513493819,5.480470605,-6.70E-07,9.57E-07,-1.20E-07,-0.002228944,0.003184206,-0.000398026,2168.490683,2571.45911,-0.498511138,86.03857154,102.0270321,0.786666667,1.185828987,1817,3,2574,0.000163966,4.35E-05,0.144642573,0.705905206,7.18E-08,0.000238815,0.001165501,2.478922065
135,11354,-3.23E-08,4.32E-06,-2.58E-07,358,530.33,102.62,81.62,221.33,418,360.5,674.5,98,154.5,46,94.5,559.83,535.75,37,35,735,1003,85,69,25189.57955,327025.4613,38760748,37947742,11431.33108,3422.563545,-2,-0.054054054,268,0.36462585,-16,-0.188235294,0.481368715,-0.204638472,0.888582659,0.871012483,0.576530612,1.054347826,2.94455361,-0.358821017,3.360444255,5.365228535,0.965399402,0.828705681,2.780182142,-0.338790837,3.172856855,5.065729661,0.911508681,0.782445505,476.74,-813006,-0.020974982,-8008.767537,-0.700597986,301835.8817,11.98256926,58525,61985147.45,0.004869487,-0.013116142,-0.000129205,5.157383712,-13.89160188,-0.136843529,1109413.324,444852.6366,4824.726449,5993,18989,-664560.6873,-0.599019926,-11.35515912,-0.010721289,440027.9101,12996,2.168529952,0.222058949,0.000209663,0.02953449,-89.03413506,-3.23E-08,4.32E-06,-2.58E-07,-3.42E-05,0.00457924,-0.000273387,1867.833333,2221.166667,91.20266501,16.92691458,20.12893643,0.551912568,1.189167485,1130,652,7380,4.04E-05,1.82E-05,0.019307988,0.153116531,1.05E-05,0.011140538,0.088346883,-3.370721292
136,11355,-6.07E-08,1.86E-06,-2.02E-07,316.33,388,172.38,189,209.67,339.33,565.5,1347.5,73,155.5,55.5,111.5,451,449.08,29,26,365,457,100,90,4819.881135,407312.5267,,,3912.424938,3188.44682,-3,-0.103448276,92,0.252054795,-10,-0.1,0.226567192,0.096414897,0.618400343,1.382847038,1.130136986,1.009009009,0.865485636,0.200702822,1.565771836,9.443417986,0.996268522,0.676254996,1.451306831,0.336552526,2.625595698,15.83538359,1.670612719,1.133991664,455.83,,,-723.9781173,-0.18504588,402492.6455,83.50675759,82809,49383079.08,0.008150416,,-1.47E-05,4.860493974,,-0.008742747,178825.8447,52166.46128,993928.2522,52238,274859,-126659.3835,-0.708283434,-1.529536445,-0.002564834,-941761.7909,222621,4.261667751,2.688367206,0.004508042,-0.236387802,5.209182614,-6.07E-08,1.86E-06,-2.02E-07,-3.62E-05,0.00111099,-0.00012076,1865.416667,2246.166667,-0.947514862,34.70649389,41.79043272,0.582089552,1.204109895,1550,1163,6475,7.67E-05,3.14E-05,0.018717772,0.239382239,2.36E-05,0.014044367,0.1796139,4.607673279
137,11356,2.08E-07,1.62E-07,-4.62E-08,157.67,299.67,59.62,47.75,106.33,259,191,450,62.5,84,77,235,381.83,803.92,6,15,189,196,15,13,965.4247821,785746.3696,,,816.4394363,615.0209193,9,1.5,7,0.037037037,-2,-0.133333333,0.900615209,-0.199094264,1.435813035,1.356020942,0.344,2.051948052,6.073826939,-0.507720604,6.530219428,11.07831815,0.919628727,6.758201805,3.277843954,-0.274000054,3.524143919,5.978602705,0.496293275,3.647178484,482.63,,,-201.418517,-0.246703562,784780.9448,812.8866789,23379,43321159.27,0.018115419,,-4.65E-06,33.56777214,,-0.008615361,18037.68294,41608.52666,177134.1987,58224,365704,23570.84372,1.306755629,1.008205814,0.000544095,-135525.6721,307480,5.280983787,13.15197399,0.007097686,-2.268795242,6.046085461,2.08E-07,1.62E-07,-4.62E-08,0.000384961,0.000299414,-8.55E-05,1833.75,2272.583333,-0.765101675,28.2789553,35.04637082,0.498559078,1.239309248,510,302,2175,7.45E-05,1.18E-05,0.021814449,0.234482759,6.97E-06,0.012917576,0.138850575,3.286129138
138,11357,7.76E-08,6.46E-08,-2.59E-08,338,531,62.25,66.5,73,146.33,131,241.5,174,250,101.5,234,539.92,375.83,4,10,120,125,12,10,943.4142554,224675.6357,,,899.5570973,958.1443728,6,1.5,5,0.041666667,-2,-0.166666667,0.571005917,0.068273092,1.004520548,0.84351145,0.436781609,1.305418719,4.955834018,0.10913106,1.882960148,2.83740756,1.951520131,3.402321282,2.494858052,0.054938584,0.947916793,1.428403185,0.98243115,1.71279115,370.96,,,58.58727548,0.065129024,223732.2215,237.1516226,38944,77359110.61,0.002892125,,7.57E-07,5.74497282,,0.001504398,2672.524129,2401.369609,19672.29424,294637,783345,-271.1545195,-0.101460083,-0.006962678,-3.51E-06,-17270.92463,488708,1.658678306,12.54899343,0.006317394,-28.29657418,2.536609696,7.76E-08,6.46E-08,-2.59E-08,0.000154067,0.000128389,-5.14E-05,1950.5,2379.75,-0.87793139,20.06600509,24.48196648,0.327370304,1.220071776,1387,1363,5101,7.68E-05,1.79E-05,0.035615242,0.271907469,1.76E-05,0.034998973,0.267202509,3.081001139
139,11358,5.49E-08,1.28E-07,-1.10E-07,292,518.33,67.5,90.88,107.67,174.67,310,522.5,143,227,63.5,144,602,651.67,4,7,99,106,17,11,790.5077898,39218.59039,,,715.0476796,579.0982473,3,0.75,7,0.070707071,-6,-0.352941176,0.77510274,0.34637037,0.622271756,0.685483871,0.587412587,1.267716535,5.996608643,0.619452614,1.775163606,5.63018308,2.225578253,2.132845826,4.14352748,0.428028421,1.226599837,3.890335304,1.537826661,1.473750551,542.3,,,-135.9494323,-0.190126388,38428.0826,48.61189618,37743,54622541.09,0.000703521,,-2.49E-06,1.018151249,,-0.003601977,1511.691419,5412.635743,2569.88854,45774,219263,3900.944323,2.580516283,0.103355439,7.14E-05,2842.747202,173489,3.790121029,4.596587447,0.003176143,61.02864155,2.683945739,5.49E-08,1.28E-07,-1.10E-07,7.95E-05,0.000185465,-0.00015897,2002.166667,2461.833333,1.10617529,28.04524308,34.48399946,0.487179487,1.229584617,846,735,3716,7.30E-05,1.55E-05,0.022414752,0.227664155,1.35E-05,0.01947381,0.197793326,0.821682034
140,11360,2.58E-08,0,2.58E-08,96,126,23.5,27.5,41,50,53.5,78,50,60.5,29.5,62.5,348.83,516.92,1,2,50,50,3,4,253.8883873,144103.1532,,,242.2791396,208.7231116,1,1,0,0,1,0.333333333,0.3125,0.170212766,0.219512195,0.457943925,0.21,1.118644068,1.581194329,0.210825911,0.474358299,1.291308702,0.553418015,1.739313762,0.772502532,0.103000338,0.23175076,0.630877068,0.270375886,0.849752785,342.85,,,-33.55602799,-0.138501515,143849.2648,566.584657,18973,38834824.17,0.003704131,,-8.64E-07,7.581788059,,-0.00176862,1886.121754,2207.590395,1491.947046,2987,37011,321.4686402,0.170438965,0.01694348,8.28E-06,715.6433489,34024,11.390693,1.793285195,0.000876121,47.54323512,10.91102226,2.58E-08,0,2.58E-08,5.27E-05,0,5.27E-05,1917.833333,2265.833333,0.479670744,20.36574392,24.06120523,0.331081081,1.181454767,270,282,1440,7.66E-05,6.95E-06,0.014230749,0.1875,7.26E-06,0.014863227,0.195833333,2.125126034
